sid,name,outcome,endpoint_time,endpoint_type,observation_time,hours_to_endpoint,center_lat,center_lon,pair_id
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T18:00:00+00:00,-12,14.3,126.7,4
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T21:00:00+00:00,-9,14.8,126.3,4
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-02T00:00:00+00:00,-6,15.4,125.8,4
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-02T03:00:00+00:00,-3,16.1,125.4,4
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-19T06:00:00+00:00,-72,22.6,139.4,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-19T09:00:00+00:00,-69,22.9,139.2,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-19T12:00:00+00:00,-66,23.2,139.0,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-19T15:00:00+00:00,-63,23.4,138.8,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-19T18:00:00+00:00,-60,23.7,138.7,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-19T21:00:00+00:00,-57,24.1,138.5,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T00:00:00+00:00,-54,24.5,138.5,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T03:00:00+00:00,-51,24.8,138.7,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T06:00:00+00:00,-48,24.9,139.0,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T09:00:00+00:00,-45,25.0,139.2,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T12:00:00+00:00,-42,25.1,139.4,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T15:00:00+00:00,-39,25.1,139.6,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T18:00:00+00:00,-36,25.1,139.7,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-20T21:00:00+00:00,-33,25.1,139.8,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T00:00:00+00:00,-30,25.0,139.9,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T03:00:00+00:00,-27,24.8,139.8,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T06:00:00+00:00,-24,24.6,139.7,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T09:00:00+00:00,-21,24.3,139.5,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T12:00:00+00:00,-18,24.3,139.4,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T15:00:00+00:00,-15,24.4,139.3,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T18:00:00+00:00,-12,24.6,139.3,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-21T21:00:00+00:00,-9,24.8,139.4,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-22T00:00:00+00:00,-6,25.2,139.5,5
2020293N23139,UNNAMED,0,2020-10-22T06:00:00+00:00,72h_after_first_track,2020-10-22T03:00:00+00:00,-3,25.6,139.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-24T12:00:00+00:00,-72,9.6,155.0,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-24T15:00:00+00:00,-69,9.6,154.5,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-24T18:00:00+00:00,-66,9.7,154.1,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-24T21:00:00+00:00,-63,9.8,153.7,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T00:00:00+00:00,-60,9.9,153.2,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T03:00:00+00:00,-57,10.1,152.7,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T06:00:00+00:00,-54,10.3,152.2,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T09:00:00+00:00,-51,10.5,151.6,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T12:00:00+00:00,-48,10.7,151.0,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T15:00:00+00:00,-45,10.8,150.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T18:00:00+00:00,-42,11.2,149.4,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-25T21:00:00+00:00,-39,11.5,148.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T00:00:00+00:00,-36,11.7,147.2,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T03:00:00+00:00,-33,11.9,146.1,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T06:00:00+00:00,-30,12.0,145.1,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T09:00:00+00:00,-27,12.2,144.1,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T12:00:00+00:00,-24,12.3,143.2,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T15:00:00+00:00,-21,12.6,142.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T18:00:00+00:00,-18,12.9,141.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-26T21:00:00+00:00,-15,13.2,140.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-27T00:00:00+00:00,-12,13.4,139.2,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-27T03:00:00+00:00,-9,13.6,138.2,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-27T06:00:00+00:00,-6,13.8,137.3,5
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-27T09:00:00+00:00,-3,14.0,136.6,5
