Seed,Feature_Index,Feature,Mean_Risk,Mean_NonRisk,Difference,Abs_Difference,Cohen_D,Abs_Cohen_D,Single_Feature_AUC
2026,8,edge_density,0.0007875878246763808,5.081399248189596e-05,0.0007367738321944848,0.0007367738321944848,0.6346666120319907,0.6346666120319907,0.8056131781543346
2026,9,aggregation_index,0.06439553310457763,0.009606408742198338,0.05478912436237929,0.05478912436237929,0.8836685016693953,0.8836685016693953,0.8196345717228884
2026,10,centroid_x,0.007240730871808294,0.0006283681224785443,0.006612362749329749,0.006612362749329749,0.7260263913331519,0.7260263913331519,0.8237250503701421
2026,11,centroid_y,0.26582136178260213,0.12677591730574841,0.1390454444768537,0.1390454444768537,1.1075314422985605,1.1075314422985605,0.7920524613808231
2026,12,spread_x,0.004399415823839795,0.0012605213618895467,0.0031388944619502486,0.0031388944619502486,0.48765859276827794,0.48765859276827794,0.6429973466803353
2026,13,spread_y,0.026924739501814017,0.02002010104618004,0.006904638455633976,0.006904638455633976,0.3918674110125585,0.3918674110125585,0.6116810586675978
2026,14,perimeter,0.8853543622360249,0.6247931146371629,0.260561247598862,0.260561247598862,0.7650667398658347,0.7650667398658347,0.778270516759565
2026,15,perimeter_area_ratio,9.776652870066654e-06,5.079478697838989e-07,9.268705000282755e-06,9.268705000282755e-06,0.5366784901865298,0.5366784901865298,0.8108955040724188
2026,16,compactness,0.5465060600917936,0.4896619032194534,0.05684415687234018,0.05684415687234018,0.33452313957363966,0.33452313957363966,0.5996889570830756
2026,17,fragmentation,0.9364251182467082,0.9952482661079931,-0.05882314786128495,0.05882314786128495,-0.7015082862851707,0.7015082862851707,0.629272131284232
2026,18,nearest_patch_distance,0.0009387069252130934,0.0012364016293451346,-0.00029769470413204123,0.00029769470413204123,-0.05653100859519518,0.05653100859519518,0.5925283689553658
2026,19,patch_density,0.1058837630414211,0.08165944203090454,0.024224321010516553,0.024224321010516553,0.19313433130290814,0.19313433130290814,0.641784585781115
3407,0,patch_count,0.41992092214820553,0.28002025094669936,0.13990067120150618,0.13990067120150618,0.555931082943635,0.555931082943635,0.6552159494114114
3407,1,total_patch_area,0.0008503721989953427,8.505242034787879e-05,0.000765319778647464,0.000765319778647464,0.3299861655750381,0.3299861655750381,0.7796933694778219
3407,2,largest_patch_area,4.249209932279909,1.7139681692895883,2.535241762990321,2.535241762990321,0.9465775640991145,0.9465775640991145,0.7614181527650207
3407,3,mean_patch_area,0.012487493372580602,0.0035302868818949023,0.0089572064906857,0.0089572064906857,0.8151705572347039,0.8151705572347039,0.7769362347671355
3407,4,largest_patch_ratio,0.49108542895670215,0.16550225576545174,0.3255831731912504,0.3255831731912504,0.8571245728118603,0.8571245728118603,0.7523216359370392
3407,5,patch_area_std,0.24129452774648177,0.08636711398196732,0.15492741376451447,0.15492741376451447,0.9307943090941337,0.9307943090941337,0.7534472581053409
3407,6,patch_area_cv,0.7944743504432896,0.37974074054391815,0.41473360989937147,0.41473360989937147,1.001828583968217,1.001828583968217,0.760451719685482
3407,7,gini,0.03694716517022912,0.011989054565206221,0.0249581106050229,0.0249581106050229,0.7920097762725774,0.7920097762725774,0.7692572605590264
3407,8,edge_density,0.0008035662522413983,0.00011155139933867576,0.0006920148529027225,0.0006920148529027225,0.6127912569340155,0.6127912569340155,0.760246929094487
3407,9,aggregation_index,0.07286773912619506,0.01522232100435116,0.05764541812184389,0.05764541812184389,0.7843297942416634,0.7843297942416634,0.7794259646299755
3407,10,centroid_x,0.008641921056783977,0.0011639664901923797,0.007477954566591598,0.007477954566591598,0.6830405476401447,0.6830405476401447,0.7812131125906581
3407,11,centroid_y,0.264985008462111,0.1389277185360272,0.12605728992608378,0.12605728992608378,0.9576262968094996,0.9576262968094996,0.7581119405488168
3407,12,spread_x,0.00436204704125749,0.0011999289584444218,0.003162118082813068,0.003162118082813068,0.5086186875404303,0.5086186875404303,0.6353601344548339
3407,13,spread_y,0.02690175644238789,0.02013717356683429,0.0067645828755536,0.0067645828755536,0.4004108431609388,0.4004108431609388,0.6007718229870225
3407,14,perimeter,0.869036821555136,0.6546228302183459,0.21441399133679007,0.21441399133679007,0.6132446536391744,0.6132446536391744,0.7326969158166282
3407,15,perimeter_area_ratio,1.0775269809476042e-05,9.55351123614749e-07,9.819918685861293e-06,9.819918685861293e-06,0.5512152571995477,0.5512152571995477,0.7629849141257894
3407,16,compactness,0.5417258753717665,0.48169339600100225,0.06003247937076428,0.06003247937076428,0.3523819938547986,0.3523819938547986,0.6033694026163067
3407,17,fragmentation,0.9317580639461236,0.9903921041794329,-0.058634040233309315,0.058634040233309315,-0.6474766058213904,0.6474766058213904,0.620341272315796
3407,18,nearest_patch_distance,0.0013288752689059513,0.001954917001785733,-0.0006260417328797817,0.0006260417328797817,-0.034410357591464893,0.034410357591464893,0.5775662072715251
3407,19,patch_density,0.10833950087524863,0.08038678364258936,0.02795271723265927,0.02795271723265927,0.2255286204409562,0.2255286204409562,0.6435982391598264
7777,0,patch_count,0.3991476497238746,0.28119122825487836,0.11795642146899626,0.11795642146899626,0.4561412220781521,0.4561412220781521,0.6358974476745489
7777,1,total_patch_area,0.0005641915091125548,7.616215125272454e-05,0.0004880293578598302,0.0004880293578598302,0.39786048595990403,0.39786048595990403,0.7931111688276884
7777,2,largest_patch_area,4.196215306980656,1.4656086631814789,2.7306066437991765,2.7306066437991765,1.0445606239052225,1.0445606239052225,0.7835943390192189
7777,3,mean_patch_area,0.010697139007663906,0.0029326671278724083,0.007764471879791497,0.007764471879791497,0.7993650182160389,0.7993650182160389,0.7891921251208855
7777,4,largest_patch_ratio,0.4748951009541143,0.13234173591044637,0.34255336504366796,0.34255336504366796,0.9897833029310921,0.9897833029310921,0.7792673753766844
7777,5,patch_area_std,0.23646544228616775,0.0692287974338144,0.16723664485235334,0.16723664485235334,1.0722097413784162,1.0722097413784162,0.7802437569262509
7777,6,patch_area_cv,0.740432072308657,0.3442227812852541,0.39620929102340297,0.39620929102340297,1.0297948459565311,1.0297948459565311,0.7660907095747195
7777,7,gini,0.034920736837438675,0.010124022586389756,0.02479671425104892,0.02479671425104892,0.8268319699536634,0.8268319699536634,0.7876430421968201
7777,8,edge_density,0.0008042332643259296,7.004702061311296e-05,0.0007341862437128167,0.0007341862437128167,0.6279938280522561,0.6279938280522561,0.7929421476282567
7777,9,aggregation_index,0.06138978299888737,0.010750191811753173,0.0506395911871342,0.0506395911871342,0.850501507004418,0.850501507004418,0.7980846567144304
7777,10,centroid_x,0.006929311918786764,0.0008120265329080475,0.006117285385878716,0.006117285385878716,0.7014922676569383,0.7014922676569383,0.8020010767421805
7777,11,centroid_y,0.2667437241445075,0.1273685904826167,0.13937513366189078,0.13937513366189078,1.0919651106884465,1.0919651106884465,0.7903847148357914
7777,12,spread_x,0.004450187396041529,0.0012799277485106592,0.00317025964753087,0.00317025964753087,0.4978575425841478,0.4978575425841478,0.6368516751660782
7777,13,spread_y,0.0264593487510681,0.020223275328465084,0.006236073422603017,0.006236073422603017,0.3545161925205126,0.3545161925205126,0.5895729720910688
7777,14,perimeter,0.8644973422683419,0.6422867461060288,0.2222105961623131,0.2222105961623131,0.6379271556768339,0.6379271556768339,0.7507511966070191
7777,15,perimeter_area_ratio,8.819216156881334e-06,6.644511273530862e-07,8.154765029528247e-06,8.154765029528247e-06,0.48245876037184815,0.48245876037184815,0.7830984440497105
7777,16,compactness,0.5435678999384336,0.48797848253768933,0.055589417400744245,0.055589417400744245,0.3228758652673227,0.3228758652673227,0.5897714491585697
7777,17,fragmentation,0.9370058847970911,0.9925840176291391,-0.05557813283204793,0.05557813283204793,-0.6465029486679611,0.6465029486679611,0.6220584828398565
7777,18,nearest_patch_distance,0.0011631142240740256,0.0009634172422831888,0.00019969698179083686,0.00019969698179083686,0.04068521001780448,0.04068521001780448,0.5900290473331069
7777,19,patch_density,0.09743063757220954,0.08539782854796715,0.012032809024242391,0.012032809024242391,0.09986854335306457,0.09986854335306457,0.6179342098541251
