sid,name,outcome,endpoint_time,endpoint_type,observation_time,hours_to_endpoint,center_lat,center_lon,segment_count,s3_key,local_path,s3_keys_json,local_paths_json,pair_id,valid_pixel_fraction,mean_bt_k,min_bt_k,cold_cloud_fraction,very_cold_fraction,radial_concentration,azimuthal_symmetry,largest_patch_fraction,patch_count,patch_density_per_10k_px,cold_centroid_offset_km,mean_cold_radius_km
2019236N08143,PODUL,1,2019-08-28T00:00:00+00:00,first_US_TS_or_34kt,2019-08-27T09:00:00+00:00,-15,15.6,123.7,1,AHI-L1b-FLDK/2019/08/27/0900/HS_H08_20190827_0900_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/0900/HS_H08_20190827_0900_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/27/0900/HS_H08_20190827_0900_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/0900/HS_H08_20190827_0900_B13_FLDK_R20_S0101.DAT.bz2""]",3,1.0,251.5489044189453,186.02459716796875,0.3950843739344867,0.1191674619913101,0.1222031116485595,0.1578369640248386,0.9698082358615714,33,1.360056380519047,229.3644963924953,376.2973937988281
2019236N08143,PODUL,1,2019-08-28T00:00:00+00:00,first_US_TS_or_34kt,2019-08-27T12:00:00+00:00,-12,15.9,122.8,1,AHI-L1b-FLDK/2019/08/27/1200/HS_H08_20190827_1200_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/1200/HS_H08_20190827_1200_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/27/1200/HS_H08_20190827_1200_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/1200/HS_H08_20190827_1200_B13_FLDK_R20_S0101.DAT.bz2""]",3,1.0,251.7105865478516,184.5298309326172,0.3481774225283633,0.1396011561155319,0.146711453795433,0.081175361631763,0.6987247653220837,36,1.5002687981596703,242.53869830112885,384.9875793457031
2019236N08143,PODUL,1,2019-08-28T00:00:00+00:00,first_US_TS_or_34kt,2019-08-27T15:00:00+00:00,-9,16.1,121.9,1,AHI-L1b-FLDK/2019/08/27/1500/HS_H08_20190827_1500_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/1500/HS_H08_20190827_1500_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/27/1500/HS_H08_20190827_1500_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/1500/HS_H08_20190827_1500_B13_FLDK_R20_S0101.DAT.bz2""]",3,1.0,252.65301513671875,186.9859313964844,0.343431774931034,0.153642326593399,0.2070552110671997,0.1000185815826214,0.7424801667877788,32,1.3480552197119375,228.918598678456,370.091552734375
2019236N08143,PODUL,1,2019-08-28T00:00:00+00:00,first_US_TS_or_34kt,2019-08-27T18:00:00+00:00,-6,16.3,120.6,1,AHI-L1b-FLDK/2019/08/27/1800/HS_H08_20190827_1800_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/1800/HS_H08_20190827_1800_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/27/1800/HS_H08_20190827_1800_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/1800/HS_H08_20190827_1800_B13_FLDK_R20_S0101.DAT.bz2""]",3,1.0,247.7294921875,182.24545288085932,0.419051769416651,0.213572010397911,0.2193221896886825,0.3770166844142217,0.983011215178156,31,1.3266345421399044,184.878272477786,362.2271423339844
2019236N08143,PODUL,1,2019-08-28T00:00:00+00:00,first_US_TS_or_34kt,2019-08-27T21:00:00+00:00,-3,16.5,119.2,1,AHI-L1b-FLDK/2019/08/27/2100/HS_H08_20190827_2100_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/2100/HS_H08_20190827_2100_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/27/2100/HS_H08_20190827_2100_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/27/2100/HS_H08_20190827_2100_B13_FLDK_R20_S0101.DAT.bz2""]",3,1.0,241.8582000732422,179.78866577148438,0.4745206498634975,0.2306818515062332,0.1840208917856216,0.4611042876040973,0.8089909699144001,44,1.9169858012347127,157.0738891930247,361.4020385742188
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-30T06:00:00+00:00,-72,6.4,136.0,1,AHI-L1b-FLDK/2019/08/30/0600/HS_H08_20190830_0600_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/0600/HS_H08_20190830_0600_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/30/0600/HS_H08_20190830_0600_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/0600/HS_H08_20190830_0600_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,249.18560791015625,193.731201171875,0.3467814022352414,0.0387708581984043,0.1805846244096756,0.829038110595904,0.554754088567624,115,4.174834821752705,40.53720629602766,327.9417724609375
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-30T09:00:00+00:00,-69,6.4,136.0,1,AHI-L1b-FLDK/2019/08/30/0900/HS_H08_20190830_0900_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/0900/HS_H08_20190830_0900_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/30/0900/HS_H08_20190830_0900_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/0900/HS_H08_20190830_0900_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,249.189208984375,192.53257751464844,0.2748297182275634,0.0405419506132602,0.2027881145477295,0.6885407515941679,0.2589679974139202,97,3.5213824148696724,16.594515693221982,313.32763671875
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-30T12:00:00+00:00,-66,6.4,136.0,1,AHI-L1b-FLDK/2019/08/30/1200/HS_H08_20190830_1200_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/1200/HS_H08_20190830_1200_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/30/1200/HS_H08_20190830_1200_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/1200/HS_H08_20190830_1200_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,248.4008636474609,188.3797607421875,0.2867455568693637,0.0693510174751281,0.2048957198858261,0.4916847364136718,0.4014511778826456,88,3.1946562114281565,117.43434143670594,333.8636169433594
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-30T15:00:00+00:00,-63,6.4,135.3,1,AHI-L1b-FLDK/2019/08/30/1500/HS_H08_20190830_1500_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/1500/HS_H08_20190830_1500_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/30/1500/HS_H08_20190830_1500_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/1500/HS_H08_20190830_1500_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,245.6490020751953,186.8275604248047,0.35106243139888,0.1129223704338073,0.196525901556015,0.4147963822935427,0.8190584552580212,51,1.8550918634215896,124.47962828117636,330.4059753417969
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-30T18:00:00+00:00,-60,6.4,134.7,1,AHI-L1b-FLDK/2019/08/30/1800/HS_H08_20190830_1800_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/1800/HS_H08_20190830_1800_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/30/1800/HS_H08_20190830_1800_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/1800/HS_H08_20190830_1800_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,245.04904174804688,186.50863647460932,0.3942734726625764,0.1393704265356063,0.208062544465065,0.4506868630939158,0.8408828578501389,66,2.4052127520007,135.27722915472378,326.7470397949219
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-30T21:00:00+00:00,-57,6.4,134.1,1,AHI-L1b-FLDK/2019/08/30/2100/HS_H08_20190830_2100_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/2100/HS_H08_20190830_2100_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/30/2100/HS_H08_20190830_2100_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/30/2100/HS_H08_20190830_2100_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,246.41900634765625,189.573974609375,0.3989062985822112,0.1205416321754455,0.1918004155158996,0.4966635804276665,0.9207697386790156,48,1.7527203680712773,139.19195545281443,331.37237548828125
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T00:00:00+00:00,-54,6.4,133.6,1,AHI-L1b-FLDK/2019/08/31/0000/HS_H08_20190831_0000_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0000/HS_H08_20190831_0000_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/0000/HS_H08_20190831_0000_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0000/HS_H08_20190831_0000_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,249.7011566162109,188.0747833251953,0.3434149387895739,0.08401420712471,0.1882481426000595,0.3687691757161082,0.8528535061880808,73,2.670607947436582,171.05175954045262,337.63037109375
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T03:00:00+00:00,-51,6.6,133.2,1,AHI-L1b-FLDK/2019/08/31/0300/HS_H08_20190831_0300_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0300/HS_H08_20190831_0300_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/0300/HS_H08_20190831_0300_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0300/HS_H08_20190831_0300_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,252.0593719482422,192.9364013671875,0.2995209376725917,0.0668503195047378,0.1721738129854202,0.2699718616359802,0.6242735849456036,99,3.63007018135684,192.67641424644847,345.12872314453125
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T06:00:00+00:00,-48,7.0,132.8,1,AHI-L1b-FLDK/2019/08/31/0600/HS_H08_20190831_0600_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0600/HS_H08_20190831_0600_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/0600/HS_H08_20190831_0600_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0600/HS_H08_20190831_0600_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,251.0997009277344,191.2938842773437,0.3040592931264316,0.0455035641789436,0.1700686067342758,0.2875557629931068,0.8112865661476724,76,2.795669654845153,168.33120450083334,318.7755432128906
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T09:00:00+00:00,-45,7.5,132.3,1,AHI-L1b-FLDK/2019/08/31/0900/HS_H08_20190831_0900_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0900/HS_H08_20190831_0900_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/0900/HS_H08_20190831_0900_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/0900/HS_H08_20190831_0900_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,252.4486694335937,194.6377716064453,0.2617850475022842,0.0392220802605152,0.1325185298919677,0.3384675153035491,0.7511706393036427,50,1.8468243854691857,174.3234904863988,322.40753173828125
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T12:00:00+00:00,-42,8.0,131.9,1,AHI-L1b-FLDK/2019/08/31/1200/HS_H08_20190831_1200_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/1200/HS_H08_20190831_1200_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/1200/HS_H08_20190831_1200_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/1200/HS_H08_20190831_1200_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,256.34063720703125,189.27919006347656,0.2187398592614859,0.0603383295238018,0.2077968567609787,0.2805572004816711,0.554410412460891,59,2.188045852540544,162.79765407689897,319.994384765625
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T15:00:00+00:00,-39,8.6,131.4,1,AHI-L1b-FLDK/2019/08/31/1500/HS_H08_20190831_1500_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/1500/HS_H08_20190831_1500_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/1500/HS_H08_20190831_1500_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/1500/HS_H08_20190831_1500_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,249.7255096435547,190.44415283203125,0.3142530472705455,0.0909592509269714,0.2227197885513305,0.3618744573492569,0.6329827569079218,69,2.5718247282811264,126.51925436794934,331.2467346191406
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T18:00:00+00:00,-36,9.3,130.9,1,AHI-L1b-FLDK/2019/08/31/1800/HS_H08_20190831_1800_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/1800/HS_H08_20190831_1800_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/1800/HS_H08_20190831_1800_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/1800/HS_H08_20190831_1800_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,245.8602752685547,188.3797607421875,0.3806113440794018,0.091495506465435,0.1955598890781402,0.5663339976771221,0.5546757914362895,74,2.774621957758255,65.1252780495066,356.54962158203125
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-08-31T21:00:00+00:00,-33,10.0,130.4,1,AHI-L1b-FLDK/2019/08/31/2100/HS_H08_20190831_2100_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/2100/HS_H08_20190831_2100_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/08/31/2100/HS_H08_20190831_2100_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/08/31/2100/HS_H08_20190831_2100_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,247.45407104492188,188.6820831298828,0.3755464368726619,0.1289951503276825,0.1797026097774505,0.405204663775082,0.5491059325245947,92,3.471252744930839,53.32036954944411,365.7196350097656
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T00:00:00+00:00,-30,10.8,129.8,1,AHI-L1b-FLDK/2019/09/01/0000/HS_H08_20190901_0000_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0000/HS_H08_20190901_0000_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/0000/HS_H08_20190901_0000_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0000/HS_H08_20190901_0000_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,248.7637481689453,189.86639404296875,0.3696358918892473,0.1332966387271881,0.1700090020895004,0.3145872129511884,0.7690980743133459,74,2.814223236356721,104.68190499858004,361.78326416015625
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T03:00:00+00:00,-27,11.5,129.3,1,AHI-L1b-FLDK/2019/09/01/0300/HS_H08_20190901_0300_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0300/HS_H08_20190901_0300_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/0300/HS_H08_20190901_0300_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0300/HS_H08_20190901_0300_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,246.83834838867188,189.573974609375,0.4232383741189272,0.1028764173388481,0.2165790051221847,0.3232935689305348,0.886431821234934,66,2.5281157110900008,159.3821896680937,344.843505859375
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T06:00:00+00:00,-24,12.2,128.8,1,AHI-L1b-FLDK/2019/09/01/0600/HS_H08_20190901_0600_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0600/HS_H08_20190901_0600_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/0600/HS_H08_20190901_0600_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0600/HS_H08_20190901_0600_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,245.3926239013672,188.9818878173828,0.4382205420296678,0.0727742090821266,0.233725294470787,0.4751680847617163,0.9107863037354932,70,2.7018890063996173,129.3127781442545,328.1639709472656
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T09:00:00+00:00,-21,12.9,128.2,1,AHI-L1b-FLDK/2019/09/01/0900/HS_H08_20190901_0900_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0900/HS_H08_20190901_0900_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/0900/HS_H08_20190901_0900_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/0900/HS_H08_20190901_0900_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,244.72927856445312,191.43359375,0.3875464480806041,0.0749974027276039,0.2362817674875259,0.408700190078759,0.8722497746855917,70,2.7258036253188216,126.0391078773914,319.20928955078125
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T12:00:00+00:00,-18,13.4,127.6,1,AHI-L1b-FLDK/2019/09/01/1200/HS_H08_20190901_1200_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/1200/HS_H08_20190901_1200_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/1200/HS_H08_20190901_1200_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/1200/HS_H08_20190901_1200_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,248.5906524658203,191.57278442382807,0.3303358532169625,0.0570269972085952,0.1353843212127685,0.2818504889025889,0.6982720172812863,69,2.707336882952802,140.8452255342984,356.12408447265625
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T15:00:00+00:00,-15,13.9,127.2,1,AHI-L1b-FLDK/2019/09/01/1500/HS_H08_20190901_1500_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/1500/HS_H08_20190901_1500_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/1500/HS_H08_20190901_1500_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/1500/HS_H08_20190901_1500_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,251.345443725586,193.20323181152344,0.3204022589935235,0.0642569959163665,0.1513782143592834,0.3817778220654886,0.319945609812851,81,3.199153211791842,125.95438338884232,363.1594848632813
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T18:00:00+00:00,-12,14.3,126.7,1,AHI-L1b-FLDK/2019/09/01/1800/HS_H08_20190901_1800_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/1800/HS_H08_20190901_1800_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/1800/HS_H08_20190901_1800_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/1800/HS_H08_20190901_1800_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,251.1451568603516,192.124267578125,0.3055554771293902,0.054068773984909,0.2071031033992767,0.5551946948955395,0.5133847059051679,103,4.095590281919758,94.8941548813221,350.1446228027344
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-01T21:00:00+00:00,-9,14.8,126.3,1,AHI-L1b-FLDK/2019/09/01/2100/HS_H08_20190901_2100_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/2100/HS_H08_20190901_2100_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/01/2100/HS_H08_20190901_2100_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/01/2100/HS_H08_20190901_2100_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,253.1130828857422,192.80230712890625,0.2682567226742191,0.0781489089131355,0.2751354873180389,0.7425942233889921,0.7174255963006558,93,3.7237386335881215,31.807930442564583,293.4484558105469
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-02T00:00:00+00:00,-6,15.4,125.8,1,AHI-L1b-FLDK/2019/09/02/0000/HS_H08_20190902_0000_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/02/0000/HS_H08_20190902_0000_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/02/0000/HS_H08_20190902_0000_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/02/0000/HS_H08_20190902_0000_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,253.2740478515625,187.76712036132807,0.3109441559728877,0.1090335845947265,0.2490459978580474,0.7173035654529409,0.7600199600028554,88,3.554679452740941,45.52523095365918,300.1039428710937
2019243N06136,LINGLING,1,2019-09-02T06:00:00+00:00,first_US_TS_or_34kt,2019-09-02T03:00:00+00:00,-3,16.1,125.4,1,AHI-L1b-FLDK/2019/09/02/0300/HS_H08_20190902_0300_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/02/0300/HS_H08_20190902_0300_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/02/0300/HS_H08_20190902_0300_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/02/0300/HS_H08_20190902_0300_B13_FLDK_R20_S0101.DAT.bz2""]",4,1.0,248.08773803710932,191.43359375,0.3834702455915531,0.1314738690853119,0.218348741531372,0.6959515424016848,0.8384500912743855,68,2.772047972736093,81.99594330847775,310.7233581542969
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-24T12:00:00+00:00,-72,9.6,155.0,1,AHI-L1b-FLDK/2019/09/24/1200/HS_H08_20190924_1200_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/24/1200/HS_H08_20190924_1200_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/24/1200/HS_H08_20190924_1200_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/24/1200/HS_H08_20190924_1200_B13_FLDK_R20_S0101.DAT.bz2""]",5,1.0,267.2434997558594,191.98719787597656,0.1913217126562729,0.0363967902958393,0.1137807369232177,0.0377753239094255,0.7037191025563145,42,1.6249342288526418,220.16708096076428,368.0645446777344
2019268N10155,MITAG,1,2019-09-27T12:00:00+00:00,first_US_TS_or_34kt,2019-09-24T15:00:00+00:00,-69,9.6,154.5,1,AHI-L1b-FLDK/2019/09/24/1500/HS_H08_20190924_1500_B13_FLDK_R20_S0101.DAT.bz2,/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/24/1500/HS_H08_20190924_1500_B13_FLDK_R20_S0101.DAT.bz2,"[""AHI-L1b-FLDK/2019/09/24/1500/HS_H08_20190924_1500_B13_FLDK_R20_S0101.DAT.bz2""]","[""/workspace/scratch/aa764eb01872/data/raw/himawari/2019/09/24/1500/HS_H08_20190924_1500_B13_FLDK_R20_S0101.DAT.bz2""]",5,1.0,264.1027526855469,189.72048950195312,0.2094087106903148,0.0694595202803611,0.1618076860904693,0.1886950525945659,0.7225588302871381,60,2.312308030260404,164.1261285531853,319.4467163085937
